Main Bus Voltage,Main Branch Voltage,Branch 2 Bus 1 Voltage,Branch 1 Bus 1 Voltage,Branch 2 Interconnect 1 Voltage,Branch 1 Interconnect 1 Voltage,Branch 2 Bus 2 Voltage,Branch 1 Bus 2 Voltage,Branch 2 Interconnect 2 Voltage,Branch 1 Interconnect 2 Voltage,Branch 2 Bus 1 Load 1 Voltage,Branch 2 Bus 1 Load 2 Voltage,Branch 2 Bus 1 Load 3 Voltage,Branch 1 Bus 1 Load 1 Voltage,Branch 1 Bus 1 Load 2 Voltage,Branch 1 Bus 1 Load 3 Voltage,Branch 2 Bus 2 Load 1 Voltage,Branch 2 Bus 2 Load 2 Voltage,Branch 2 Bus 2 Load 3 Voltage,Branch 1 Bus 2 Load 1 Voltage,Branch 1 Bus 2 Load 2 Voltage,Branch 1 Bus 2 Load 3 Voltage,Branch 2 Bus 1 Current,Branch 1 Bus 1 Current,Interconnect 1 Current,Branch 2 Bus 2 Current,Branch 1 Bus 2 Current,Interconnect 2 Current,Branch 2 Bus 1 Load 1 Current,Branch 2 Bus 1 Load 2 Current,Branch 2 Bus 1 Load 3 Current,Branch 1 Bus 1 Load 1 Current,Branch 1 Bus 1 Load 2 Current,Branch 1 Bus 1 Load 3 Current,Branch 2 Bus 2 Load 1 Current,Branch 2 Bus 2 Load 2 Current,Branch 2 Bus 2 Load 3 Current,Branch 1 Bus 2 Load 1 Current,Branch 1 Bus 2 Load 2 Current,Branch 1 Bus 2 Load 3 Current,Source 1 Current,Source 2 Current,Source 3 Current,Source 4 Current,Source 5 Current,Source 6 Current
12.00000000000001,12.000000000000025,12.000000000000034,12.000000000000053,12.000000000000036,12.000000000000059,12.000000000000039,12.000000000000066,12.000000000000039,12.000000000000068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501E-14,-1.1368683772161603E-13,-3.848773152033877E-14,-2.3684757858670004E-14,-4.736951571734001E-14,-2.8421709430404045E-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.4122036873232034E-13,0.0,0.0,0.0,0.0,0.0
12.000000000000014,12.000000000000028,12.000000000000036,12.000000000000055,12.000000000000037,12.00000000000006,12.00000000000004,12.000000000000068,12.00000000000004,12.00000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.842170943040401E-14,-1.0658141036401503E-13,-3.848773152033877E-14,-2.3684757858670004E-14,-4.736951571734001E-14,-2.8421709430404045E-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.4122036873232037E-13,0.0,0.0,0.0,0.0,0.0
12.000000000000018,12.000000000000032,12.000000000000039,12.000000000000059,12.000000000000039,12.000000000000062,12.000000000000043,12.00000000000007,12.000000000000043,12.000000000000071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.842170943040401E-14,-1.0658141036401503E-13,-3.848773152033877E-14,-2.3684757858670004E-14,-4.736951571734001E-14,-2.8421709430404045E-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.412203687323204E-13,0.0,0.0,0.0,0.0,0.0
12.000000000000018,12.000000000000032,12.00000000000004,12.00000000000006,12.00000000000004,12.000000000000066,12.000000000000044,12.000000000000071,12.000000000000044,12.000000000000073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501E-14,-1.1368683772161603E-13,-4.1448326252672515E-14,-2.3684757858670004E-14,-3.552713678800501E-14,-2.8421709430404045E-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.412203687323204E-13,0.0,0.0,0.0,0.0,0.0
12.000000000000018,12.000000000000032,12.00000000000004,12.00000000000006,12.00000000000004,12.000000000000066,12.000000000000044,12.000000000000071,12.000000000000046,12.000000000000075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501E-14,-1.1368683772161603E-13,-4.1448326252672515E-14,-2.3684757858670004E-14,-3.552713678800501E-14,-2.8421709430404045E-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.4122036873232042E-13,0.0,0.0,0.0,0.0,0.0
12.000000000000021,12.000000000000036,12.000000000000044,12.000000000000064,12.000000000000044,12.000000000000068,12.000000000000048,12.000000000000075,12.000000000000048,12.000000000000076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501E-14,-1.1368683772161603E-13,-3.848773152033877E-14,-2.3684757858670004E-14,-4.736951571734001E-14,-2.8421709430404045E-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.4122036873232044E-13,0.0,0.0,0.0,0.0,0.0
12.000000000000023,12.000000000000037,12.000000000000044,12.000000000000066,12.000000000000046,12.00000000000007,12.00000000000005,12.000000000000076,12.00000000000005,12.000000000000078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.842170943040401E-14,-1.1368683772161603E-13,-3.848773152033877E-14,-2.3684757858670004E-14,-4.736951571734001E-14,-2.8421709430404045E-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.4122036873232047E-13,0.0,0.0,0.0,0.0,0.0
12.000000000000023,12.000000000000037,12.000000000000044,12.000000000000066,12.000000000000046,12.000000000000071,12.00000000000005,12.000000000000078,12.000000000000052,12.00000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.842170943040401E-14,-1.1368683772161603E-13,-4.1448326252672515E-14,-2.3684757858670004E-14,-4.736951571734001E-14,-2.8421709430404045E-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.412203687323205E-13,0.0,0.0,0.0,0.0,0.0
12.000000000000028,12.000000000000043,12.00000000000005,12.00000000000007,12.00000000000005,12.000000000000075,12.000000000000053,12.000000000000082,12.000000000000053,12.000000000000082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.842170943040401E-14,-1.0658141036401503E-13,-4.1448326252672515E-14,-2.3684757858670004E-14,-4.736951571734001E-14,-2.8421709430404045E-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.4122036873232052E-13,0.0,0.0,0.0,0.0,0.0
12.000000000000028,12.000000000000043,12.000000000000052,12.000000000000071,12.000000000000052,12.000000000000076,12.000000000000055,12.000000000000082,12.000000000000055,12.000000000000083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501E-14,-1.1368683772161603E-13,-4.1448326252672515E-14,-2.3684757858670004E-14,-3.552713678800501E-14,-2.8421709430404045E-14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.4122036873232052E-13,0.0,0.0,0.0,0.0,0.0
